OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,CostPrice,Revenue,Profit,Region
O003757,2025-12-07,C0423,P0154,1,688.89,434.09,688.89,254.8,South
O003758,2024-12-22,C0087,P0108,10,432.54,300.3,4325.4,1322.4,West
O003759,2025-08-05,C0762,P0158,6,619.68,375.77,3718.08,1463.46,East
O003760,2025-08-12,C0278,P0042,9,244.84,136.2,2203.56,977.76,North
O003761,2025-08-28,C0424,P0149,8,190.78,113.61,1526.24,617.36,South
O003762,2024-11-05,C0497,P0039,5,148.94,123.53,744.7,127.05,East
O003763,2024-12-17,C0218,P0107,9,387.94,292.39,3491.46,859.95,North
O003764,2024-10-13,C0172,P0172,9,566.7,319.61,5100.3,2223.81,West
O003765,2024-01-07,C0078,P0184,5,537.96,346.85,2689.8,955.55,South
O003766,2025-06-03,C0374,P0091,3,28.26,22.83,84.78,16.29,North
O003767,2025-04-26,C0354,P0169,5,314.54,176.87,1572.7,688.35,North
O003768,2024-02-02,C0940,P0114,1,191.32,160.39,191.32,30.93,West
O003769,2024-11-11,C0387,P0173,5,131.21,92.19,656.05,195.1,South
O003770,2024-05-14,C0811,P0167,1,97.31,55.44,97.31,41.87,East
O003771,2024-11-21,C0120,P0020,6,596.65,343.88,3579.9,1516.62,North
O003772,2024-09-17,C0808,P0172,8,472.51,319.61,3780.08,1223.2,South
O003773,2025-10-23,C0820,P0194,9,253.53,145.08,2281.77,976.05,South
O003774,2025-12-21,C0148,P0102,9,701.8,411.17,6316.2,2615.67,West
O003775,2024-10-31,C0139,P0159,6,465.56,326.82,2793.36,832.44,North
O003776,2025-04-16,C0633,P0198,3,694.73,472.32,2084.19,667.23,East
O003777,2025-10-16,C0727,P0056,7,109.57,74.39,766.99,246.26,North
O003778,2024-06-11,C0754,P0098,7,696.39,462.62,4874.73,1636.39,North
O003779,2025-05-05,C0673,P0065,7,197.38,112.76,1381.66,592.34,East
O003780,2025-08-09,C0397,P0182,9,14.14,10.02,127.26,37.08,South
O003781,2025-07-11,C0308,P0130,6,653.21,390.32,3919.26,1577.34,North
O003782,2025-01-29,C0155,P0025,7,214.49,135.06,1501.43,556.01,South
O003783,2025-01-25,C0857,P0050,1,392.71,271.92,392.71,120.79,West
O003784,2025-12-15,C0783,P0200,6,434.27,241.96,2605.62,1153.86,South
O003785,2024-04-17,C0752,P0086,4,369.43,246.82,1477.72,490.44,East
O003786,2025-10-28,C0707,P0118,9,335.24,286.71,3017.16,436.77,East
O003787,2025-01-12,C0485,P0038,6,396.23,246.86,2377.38,896.22,West
O003788,2024-01-26,C0496,P0010,8,467.86,303.84,3742.88,1312.16,South
O003789,2024-02-21,C0828,P0136,6,322.5,225.73,1935.0,580.62,North
O003790,2025-04-25,C0103,P0072,1,441.38,330.4,441.38,110.98,West
O003791,2024-09-28,C0756,P0068,1,101.06,82.93,101.06,18.13,East
O003792,2024-07-24,C0917,P0065,6,197.27,112.76,1183.62,507.06,South
O003793,2025-05-26,C0031,P0051,8,293.21,238.97,2345.68,433.92,East
O003794,2024-10-16,C0960,P0160,6,657.44,475.06,3944.64,1094.28,North
O003795,2024-04-23,C0758,P0037,5,782.64,476.98,3913.2,1528.3,West
O003796,2024-01-07,C0398,P0076,9,359.57,231.85,3236.13,1149.48,West
O003797,2025-08-31,C0286,P0099,8,141.26,83.8,1130.08,459.68,East
O003798,2025-10-23,C0847,P0101,9,602.16,409.21,5419.44,1736.55,West
O003799,2025-05-04,C0834,P0046,7,190.81,116.23,1335.67,522.06,South
O003800,2025-01-06,C0746,P0036,3,107.79,80.66,323.37,81.39,South
O003801,2024-04-19,C0205,P0140,5,239.15,171.24,1195.75,339.55,East
O003802,2025-05-08,C0601,P0086,3,397.24,246.82,1191.72,451.26,East
O003803,2024-09-08,C0448,P0033,5,373.95,229.59,1869.75,721.8,West
O003804,2024-04-22,C0879,P0087,7,728.22,415.53,5097.54,2188.83,East
O003805,2025-09-04,C0737,P0163,2,486.26,304.92,972.52,362.68,South
O003806,2025-01-24,C0985,P0033,10,295.98,229.59,2959.8,663.9,North
O003807,2024-04-18,C0198,P0023,10,543.9,329.44,5439.0,2144.6,South
O003808,2024-09-25,C0768,P0193,4,439.91,296.85,1759.64,572.24,West
O003809,2025-06-29,C0074,P0067,7,49.63,29.82,347.41,138.67,East
O003810,2024-01-29,C0003,P0104,8,583.8,432.85,4670.4,1207.6,East
O003811,2025-05-05,C0711,P0195,5,210.77,117.6,1053.85,465.85,East
O003812,2024-06-04,C0164,P0060,8,261.29,206.17,2090.32,440.96,West
O003813,2025-07-03,C0692,P0024,10,184.52,136.12,1845.2,484.0,North
O003814,2024-08-20,C0955,P0085,1,247.49,174.73,247.49,72.76,West
O003815,2024-09-22,C0179,P0145,2,18.75,14.67,37.5,8.16,South
O003816,2024-07-31,C0044,P0006,1,171.98,114.12,171.98,57.86,North
O003817,2024-06-07,C0253,P0131,1,347.59,261.39,347.59,86.2,East
O003818,2025-11-20,C0280,P0055,3,230.34,128.08,691.02,306.78,South
O003819,2024-07-26,C0869,P0102,5,638.67,411.17,3193.35,1137.5,East
O003820,2025-06-19,C0066,P0026,2,249.93,202.7,499.86,94.46,North
O003821,2024-02-08,C0071,P0169,3,207.99,176.87,623.97,93.36,West
O003822,2024-04-08,C0887,P0112,9,525.82,344.99,4732.38,1627.47,South
O003823,2025-03-30,C0805,P0061,7,711.73,451.71,4982.11,1820.14,West
O003824,2025-07-19,C0235,P0179,3,322.2,249.68,966.6,217.56,South
O003825,2025-05-12,C0542,P0069,9,59.81,38.92,538.29,188.01,East
O003826,2024-03-22,C0841,P0123,4,73.27,46.97,293.08,105.2,East
O003827,2024-10-16,C0670,P0155,1,295.04,192.66,295.04,102.38,West
O003828,2025-06-09,C0209,P0096,3,95.02,81.5,285.06,40.56,East
O003829,2024-05-24,C0748,P0183,2,567.38,361.44,1134.76,411.88,North
O003830,2025-11-23,C0807,P0080,6,262.97,154.75,1577.82,649.32,North
O003831,2024-03-10,C0944,P0116,9,475.24,350.12,4277.16,1126.08,North
O003832,2024-12-17,C0892,P0056,2,129.59,74.39,259.18,110.4,North
O003833,2025-04-17,C0957,P0057,6,195.78,128.65,1174.68,402.78,South
O003834,2024-12-08,C0850,P0030,1,374.29,266.91,374.29,107.38,South
O003835,2025-02-20,C0646,P0066,3,353.12,273.39,1059.36,239.19,North
O003836,2025-06-03,C0525,P0014,6,520.9,387.67,3125.4,799.38,South
O003837,2024-11-14,C0017,P0092,2,136.68,78.31,273.36,116.74,North
O003838,2025-07-27,C0015,P0065,10,150.73,112.76,1507.3,379.7,West
O003839,2025-04-03,C0152,P0149,6,179.53,113.61,1077.18,395.52,South
O003840,2025-10-02,C0011,P0037,1,715.94,476.98,715.94,238.96,North
O003841,2025-07-21,C0239,P0176,4,284.95,164.54,1139.8,481.64,North
O003842,2024-03-26,C0223,P0150,4,348.96,197.48,1395.84,605.92,West
O003843,2024-08-10,C0839,P0127,5,380.39,230.43,1901.95,749.8,West
O003844,2025-04-13,C0127,P0113,5,287.5,218.49,1437.5,345.05,East
O003845,2024-08-17,C0895,P0091,1,40.7,22.83,40.7,17.87,North
O003846,2024-07-17,C0973,P0136,9,345.25,225.73,3107.25,1075.68,East
O003847,2024-11-18,C0547,P0024,7,207.05,136.12,1449.35,496.51,South
O003848,2025-11-02,C0277,P0048,4,208.55,118.33,834.2,360.88,North
O003849,2024-04-20,C0286,P0049,10,381.42,259.51,3814.2,1219.1,North
O003850,2024-07-22,C0072,P0033,1,289.92,229.59,289.92,60.33,South
O003851,2024-06-17,C0879,P0061,10,669.88,451.71,6698.8,2181.7,West
O003852,2024-08-09,C0553,P0164,2,677.26,482.54,1354.52,389.44,North
O003853,2024-12-16,C0966,P0107,6,442.23,292.39,2653.38,899.04,West
O003854,2024-07-20,C0603,P0133,8,601.53,401.7,4812.24,1598.64,North
O003855,2024-08-28,C0800,P0183,2,510.23,361.44,1020.46,297.58,East
O003856,2024-04-08,C0231,P0020,7,524.07,343.88,3668.49,1261.33,West
O003857,2024-10-24,C0734,P0058,6,85.55,53.46,513.3,192.54,East
O003858,2025-04-13,C0709,P0089,10,609.28,371.91,6092.8,2373.7,North
O003859,2024-06-19,C0108,P0074,10,204.06,136.48,2040.6,675.8,East
O003860,2024-11-19,C0015,P0006,10,152.9,114.12,1529.0,387.8,North
O003861,2025-02-17,C0684,P0028,4,125.34,80.66,501.36,178.72,North
O003862,2025-09-10,C0619,P0074,5,217.24,136.48,1086.2,403.8,East
O003863,2024-09-09,C0263,P0145,2,24.95,14.67,49.9,20.56,North
O003864,2025-06-10,C0166,P0143,9,448.42,273.59,4035.78,1573.47,South
O003865,2025-04-17,C0218,P0141,6,105.19,79.66,631.14,153.18,North
O003866,2025-05-11,C0451,P0186,2,284.95,205.18,569.9,159.54,North
O003867,2024-12-19,C0093,P0168,3,500.91,302.2,1502.73,596.13,South
O003868,2024-10-31,C0612,P0101,2,684.0,409.21,1368.0,549.58,West
O003869,2024-08-21,C0545,P0099,2,97.05,83.8,194.1,26.5,South
O003870,2025-06-20,C0960,P0107,3,493.72,292.39,1481.16,603.99,South
O003871,2024-02-29,C0612,P0013,8,178.73,100.18,1429.84,628.4,South
O003872,2024-05-14,C0346,P0176,6,293.4,164.54,1760.4,773.16,South
O003873,2024-02-03,C0192,P0098,9,607.5,462.62,5467.5,1303.92,West
O003874,2024-04-13,C0737,P0067,8,47.53,29.82,380.24,141.68,North
O003875,2024-03-21,C0687,P0080,10,245.22,154.75,2452.2,904.7,East
O003876,2024-11-13,C0166,P0142,9,193.77,110.91,1743.93,745.74,West
O003877,2025-09-28,C0790,P0111,9,625.78,355.85,5632.02,2429.37,West
O003878,2025-03-18,C0603,P0126,8,46.89,27.88,375.12,152.08,North
O003879,2024-09-01,C0723,P0129,4,165.48,125.77,661.92,158.84,South
O003880,2025-07-20,C0467,P0095,6,616.78,391.16,3700.68,1353.72,South
O003881,2024-05-28,C0089,P0095,5,648.08,391.16,3240.4,1284.6,West
O003882,2024-12-25,C0760,P0098,5,703.14,462.62,3515.7,1202.6,East
O003883,2024-06-11,C0905,P0193,9,478.85,296.85,4309.65,1638.0,South
O003884,2025-02-06,C0541,P0183,8,432.07,361.44,3456.56,565.04,West
O003885,2024-04-04,C0230,P0007,1,570.51,380.61,570.51,189.9,East
O003886,2025-03-26,C0616,P0007,10,567.77,380.61,5677.7,1871.6,East
O003887,2024-05-10,C0243,P0093,2,326.96,185.5,653.92,282.92,East
O003888,2025-12-09,C0890,P0177,4,706.57,441.41,2826.28,1060.64,East
O003889,2025-03-05,C0949,P0199,6,507.31,437.0,3043.86,421.86,West
O003890,2025-12-10,C0524,P0081,9,579.66,335.59,5216.94,2196.63,West
O003891,2024-01-15,C0643,P0151,9,150.45,86.7,1354.05,573.75,East
O003892,2025-05-04,C0015,P0103,9,486.98,331.72,4382.82,1397.34,South
O003893,2025-02-18,C0873,P0127,2,390.44,230.43,780.88,320.02,South
O003894,2024-06-09,C0853,P0069,8,68.8,38.92,550.4,239.04,West
O003895,2025-03-02,C0415,P0133,4,520.15,401.7,2080.6,473.8,East
O003896,2024-05-12,C0954,P0160,4,707.75,475.06,2831.0,930.76,East
O003897,2024-10-09,C0491,P0133,8,550.12,401.7,4400.96,1187.36,West
O003898,2024-09-04,C0330,P0146,7,406.64,241.1,2846.48,1158.78,West
O003899,2025-03-04,C0803,P0075,10,239.12,161.51,2391.2,776.1,West
O003900,2024-08-16,C0980,P0096,1,98.36,81.5,98.36,16.86,North
O003901,2024-08-26,C0573,P0171,8,571.17,412.05,4569.36,1272.96,North
O003902,2024-08-13,C0316,P0029,1,58.02,36.45,58.02,21.57,East
O003903,2025-02-28,C0947,P0010,4,362.22,303.84,1448.88,233.52,North
O003904,2025-05-16,C0307,P0109,10,453.87,305.07,4538.7,1488.0,South
O003905,2025-07-28,C0946,P0021,8,739.13,411.79,5913.04,2618.72,East
O003906,2024-02-16,C0427,P0010,2,466.71,303.84,933.42,325.74,North
O003907,2024-09-06,C0423,P0175,7,307.75,220.61,2154.25,609.98,East
O003908,2024-12-14,C0462,P0077,4,475.8,271.13,1903.2,818.68,South
O003909,2025-02-09,C0911,P0007,4,485.33,380.61,1941.32,418.88,South
O003910,2025-04-22,C0150,P0062,10,802.16,492.73,8021.6,3094.3,East
O003911,2025-11-21,C0293,P0167,7,66.7,55.44,466.9,78.82,North
O003912,2025-02-04,C0085,P0044,9,200.37,159.3,1803.33,369.63,East
O003913,2025-02-02,C0159,P0051,6,410.57,238.97,2463.42,1029.6,South
O003914,2025-10-27,C0505,P0172,4,373.28,319.61,1493.12,214.68,North
O003915,2025-01-18,C0217,P0011,7,83.43,66.79,584.01,116.48,North
O003916,2024-12-18,C0684,P0014,2,520.2,387.67,1040.4,265.06,West
O003917,2024-04-19,C0085,P0113,5,345.19,218.49,1725.95,633.5,East
O003918,2024-06-14,C0398,P0112,8,461.64,344.99,3693.12,933.2,South
O003919,2025-11-26,C0124,P0103,6,564.53,331.72,3387.18,1396.86,South
O003920,2024-05-29,C0725,P0090,10,11.34,9.79,113.4,15.5,East
O003921,2025-02-08,C0852,P0092,4,110.57,78.31,442.28,129.04,East
O003922,2025-10-19,C0404,P0171,1,542.07,412.05,542.07,130.02,South
O003923,2025-03-27,C0095,P0006,10,185.74,114.12,1857.4,716.2,South
O003924,2024-01-10,C0984,P0070,9,82.93,64.34,746.37,167.31,East
O003925,2025-03-17,C0239,P0195,9,137.86,117.6,1240.74,182.34,East
O003926,2024-02-12,C0495,P0021,4,599.37,411.79,2397.48,750.32,North
O003927,2024-06-06,C0496,P0129,4,208.87,125.77,835.48,332.4,West
O003928,2024-04-05,C0526,P0049,1,351.65,259.51,351.65,92.14,South
O003929,2024-01-25,C0644,P0149,5,202.37,113.61,1011.85,443.8,North
O003930,2024-12-17,C0389,P0161,3,212.25,123.08,636.75,267.51,East
O003931,2025-11-07,C0520,P0052,2,64.72,51.69,129.44,26.06,West
O003932,2025-08-06,C0989,P0144,1,571.28,417.28,571.28,154.0,South
O003933,2025-12-08,C0680,P0157,3,192.01,129.87,576.03,186.42,West
O003934,2025-10-14,C0968,P0050,9,331.02,271.92,2979.18,531.9,North
O003935,2024-04-17,C0768,P0086,8,365.84,246.82,2926.72,952.16,East
O003936,2024-01-12,C0612,P0069,1,67.23,38.92,67.23,28.31,North
O003937,2024-11-14,C0722,P0079,7,236.87,146.07,1658.09,635.6,West
O003938,2024-11-06,C0985,P0134,2,403.89,299.75,807.78,208.28,North
O003939,2024-04-17,C0026,P0024,7,180.84,136.12,1265.88,313.04,North
O003940,2025-07-04,C0718,P0121,5,344.39,223.87,1721.95,602.6,East
O003941,2024-12-24,C0049,P0010,8,491.46,303.84,3931.68,1500.96,East
O003942,2024-04-11,C0573,P0085,4,303.32,174.73,1213.28,514.36,West
O003943,2024-12-07,C0823,P0094,3,403.61,342.62,1210.83,182.97,West
O003944,2025-04-15,C0669,P0069,7,51.38,38.92,359.66,87.22,North
O003945,2024-05-30,C0484,P0058,10,91.38,53.46,913.8,379.2,South
O003946,2025-07-12,C0958,P0184,7,552.25,346.85,3865.75,1437.8,North
O003947,2024-01-19,C0277,P0079,7,256.42,146.07,1794.94,772.45,West
O003948,2024-05-09,C0664,P0125,9,199.24,158.66,1793.16,365.22,North
O003949,2025-04-27,C0058,P0059,2,616.61,484.65,1233.22,263.92,East
O003950,2025-11-23,C0821,P0064,7,604.87,360.61,4234.09,1709.82,North
O003951,2024-03-11,C0717,P0166,3,797.78,471.03,2393.34,980.25,East
O003952,2024-07-10,C0352,P0152,4,423.14,269.39,1692.56,615.0,South
O003953,2025-04-22,C0998,P0077,6,421.26,271.13,2527.56,900.78,East
O003954,2025-03-13,C0089,P0007,2,635.86,380.61,1271.72,510.5,South
O003955,2025-04-15,C0129,P0160,1,840.82,475.06,840.82,365.76,South
O003956,2024-07-06,C0326,P0197,1,836.23,487.28,836.23,348.95,North
O003957,2025-02-18,C0664,P0090,5,12.03,9.79,60.15,11.2,West
O003958,2025-04-17,C0836,P0081,1,431.68,335.59,431.68,96.09,West
O003959,2024-12-10,C0982,P0154,3,591.39,434.09,1774.17,471.9,North
O003960,2025-12-15,C0786,P0001,7,631.12,372.07,4417.84,1813.35,South
O003961,2025-07-26,C0259,P0081,2,550.92,335.59,1101.84,430.66,West
O003962,2025-04-02,C0936,P0145,1,24.56,14.67,24.56,9.89,East
O003963,2025-11-30,C0951,P0133,3,526.35,401.7,1579.05,373.95,West
O003964,2024-01-28,C0500,P0025,1,193.14,135.06,193.14,58.08,South
O003965,2024-05-28,C0607,P0052,5,61.66,51.69,308.3,49.85,South
O003966,2024-02-03,C0218,P0040,5,62.47,47.4,312.35,75.35,East
O003967,2025-10-03,C0107,P0058,10,66.51,53.46,665.1,130.5,North
O003968,2025-09-12,C0975,P0115,1,218.85,158.1,218.85,60.75,West
O003969,2025-09-22,C0429,P0135,4,487.52,408.43,1950.08,316.36,North
O003970,2025-10-19,C0165,P0149,9,131.36,113.61,1182.24,159.75,West
O003971,2024-12-06,C0310,P0084,4,191.44,139.81,765.76,206.52,East
O003972,2025-02-15,C0636,P0025,2,160.51,135.06,321.02,50.9,North
O003973,2025-05-25,C0364,P0023,7,582.78,329.44,4079.46,1773.38,West
O003974,2025-09-06,C0898,P0022,4,60.02,37.76,240.08,89.04,West
O003975,2025-12-14,C0822,P0086,7,386.41,246.82,2704.87,977.13,South
O003976,2024-03-08,C0872,P0109,3,434.22,305.07,1302.66,387.45,South
O003977,2024-04-04,C0980,P0011,10,107.5,66.79,1075.0,407.1,West
O003978,2025-04-13,C0920,P0132,7,752.88,459.15,5270.16,2056.11,South
O003979,2024-10-09,C0374,P0047,1,502.31,296.28,502.31,206.03,West
O003980,2024-04-19,C0148,P0056,1,112.7,74.39,112.7,38.31,West
O003981,2025-06-21,C0222,P0126,8,43.44,27.88,347.52,124.48,South
O003982,2024-07-14,C0469,P0144,8,590.27,417.28,4722.16,1383.92,South
O003983,2024-12-22,C0527,P0185,9,641.87,397.5,5776.83,2199.33,South
O003984,2025-06-07,C0285,P0101,3,517.15,409.21,1551.45,323.82,North
O003985,2025-10-26,C0075,P0117,7,254.94,213.12,1784.58,292.74,East
O003986,2025-07-30,C0805,P0050,1,415.78,271.92,415.78,143.86,West
O003987,2025-12-11,C0926,P0042,6,234.62,136.2,1407.72,590.52,East
O003988,2024-09-17,C0878,P0077,6,332.74,271.13,1996.44,369.66,North
O003989,2024-02-26,C0465,P0055,2,180.04,128.08,360.08,103.92,North
O003990,2025-05-14,C0518,P0020,6,559.43,343.88,3356.58,1293.3,West
O003991,2024-11-01,C0165,P0064,8,424.0,360.61,3392.0,507.12,West
O003992,2025-09-13,C0703,P0163,4,423.44,304.92,1693.76,474.08,East
O003993,2024-07-25,C0075,P0032,1,237.0,173.39,237.0,63.61,East
O003994,2024-05-24,C0422,P0146,10,377.42,241.1,3774.2,1363.2,South
O003995,2024-12-12,C0168,P0134,9,435.11,299.75,3915.99,1218.24,East
O003996,2024-03-30,C0199,P0024,8,208.74,136.12,1669.92,580.96,East
O003997,2025-09-08,C0830,P0178,1,476.12,307.11,476.12,169.01,North
O003998,2025-06-21,C0121,P0149,9,190.13,113.61,1711.17,688.68,East
O003999,2025-12-24,C0154,P0067,9,45.41,29.82,408.69,140.31,South
O004000,2024-05-25,C0309,P0062,5,667.64,492.73,3338.2,874.55,East
O004001,2025-04-20,C0062,P0071,8,449.13,299.29,3593.04,1198.72,West
O004002,2024-09-02,C0130,P0022,3,49.03,37.76,147.09,33.81,South
O004003,2025-09-15,C0578,P0174,4,661.76,405.06,2647.04,1026.8,West
O004004,2025-02-02,C0654,P0154,3,696.39,434.09,2089.17,786.9,North
O004005,2025-01-17,C0497,P0031,2,543.55,342.45,1087.1,402.2,South
O004006,2025-02-05,C0322,P0076,1,353.37,231.85,353.37,121.52,South
O004007,2024-05-15,C0125,P0010,3,498.33,303.84,1494.99,583.47,East
O004008,2025-08-15,C0793,P0006,6,182.21,114.12,1093.26,408.54,South
O004009,2025-04-22,C0396,P0076,1,379.82,231.85,379.82,147.97,North
O004010,2025-01-06,C0154,P0068,1,144.9,82.93,144.9,61.97,North
O004011,2025-01-15,C0249,P0084,9,177.17,139.81,1594.53,336.24,North
O004012,2024-07-27,C0975,P0092,8,96.97,78.31,775.76,149.28,South
O004013,2025-11-17,C0707,P0188,2,256.01,175.16,512.02,161.7,South
O004014,2025-04-02,C0108,P0009,4,67.03,50.91,268.12,64.48,East
O004015,2024-01-23,C0078,P0029,4,43.11,36.45,172.44,26.64,North
O004016,2024-07-29,C0410,P0038,10,333.31,246.86,3333.1,864.5,East
O004017,2024-02-07,C0566,P0098,4,767.88,462.62,3071.52,1221.04,North
O004018,2025-01-07,C0630,P0103,10,426.29,331.72,4262.9,945.7,East
O004019,2025-02-05,C0124,P0173,10,150.05,92.19,1500.5,578.6,West
O004020,2025-04-16,C0678,P0020,7,537.31,343.88,3761.17,1354.01,West
O004021,2025-09-17,C0360,P0030,10,449.11,266.91,4491.1,1822.0,North
O004022,2025-01-11,C0819,P0034,8,669.59,382.17,5356.72,2299.36,East
O004023,2024-12-06,C0057,P0080,1,261.14,154.75,261.14,106.39,South
O004024,2024-12-24,C0211,P0052,1,81.68,51.69,81.68,29.99,South
O004025,2025-02-02,C0110,P0006,5,141.24,114.12,706.2,135.6,South
O004026,2025-06-21,C0102,P0106,6,601.24,469.92,3607.44,787.92,East
O004027,2024-12-19,C0405,P0030,3,310.76,266.91,932.28,131.55,West
O004028,2024-05-23,C0352,P0108,1,497.33,300.3,497.33,197.03,South
O004029,2025-12-22,C0957,P0046,8,149.43,116.23,1195.44,265.6,North
O004030,2024-11-20,C0970,P0011,4,107.43,66.79,429.72,162.56,West
O004031,2025-05-24,C0639,P0138,7,308.36,244.88,2158.52,444.36,North
O004032,2024-10-20,C0426,P0115,3,253.08,158.1,759.24,284.94,East
O004033,2024-08-13,C0772,P0182,1,12.71,10.02,12.71,2.69,South
O004034,2025-10-15,C0605,P0190,4,205.23,129.44,820.92,303.16,North
O004035,2025-05-16,C0901,P0050,3,341.11,271.92,1023.33,207.57,East
O004036,2024-08-21,C0779,P0138,6,381.21,244.88,2287.26,817.98,South
O004037,2024-09-06,C0557,P0058,1,93.53,53.46,93.53,40.07,East
O004038,2024-03-27,C0891,P0190,8,189.23,129.44,1513.84,478.32,North
O004039,2024-05-01,C0058,P0123,9,62.98,46.97,566.82,144.09,West
O004040,2025-08-27,C0497,P0117,2,260.31,213.12,520.62,94.38,North
O004041,2025-03-08,C0206,P0131,7,449.82,261.39,3148.74,1319.01,North
O004042,2024-09-16,C0139,P0149,1,149.23,113.61,149.23,35.62,West
O004043,2025-02-13,C0380,P0182,8,12.61,10.02,100.88,20.72,East
O004044,2024-05-26,C0029,P0021,9,737.95,411.79,6641.55,2935.44,East
O004045,2025-12-16,C0983,P0095,4,558.96,391.16,2235.84,671.2,North
O004046,2024-01-13,C0290,P0029,2,56.53,36.45,113.06,40.16,North
O004047,2025-05-03,C0233,P0076,10,355.8,231.85,3558.0,1239.5,East
O004048,2024-03-09,C0200,P0015,5,233.47,193.16,1167.35,201.55,West
O004049,2024-03-03,C0747,P0033,5,363.51,229.59,1817.55,669.6,South
O004050,2025-11-13,C0537,P0125,3,261.67,158.66,785.01,309.03,West
O004051,2025-06-30,C0555,P0012,10,571.08,415.56,5710.8,1555.2,North
O004052,2024-03-09,C0001,P0094,6,424.32,342.62,2545.92,490.2,East
O004053,2025-07-16,C0060,P0014,4,599.13,387.67,2396.52,845.84,West
O004054,2024-09-12,C0876,P0131,7,338.66,261.39,2370.62,540.89,North
O004055,2025-06-16,C0949,P0069,5,53.42,38.92,267.1,72.5,South
O004056,2025-09-18,C0816,P0113,9,366.89,218.49,3302.01,1335.6,South
O004057,2024-06-07,C0718,P0041,7,96.5,68.55,675.5,195.65,West
O004058,2024-01-06,C0233,P0004,2,155.01,113.23,310.02,83.56,North
O004059,2025-02-07,C0505,P0019,9,295.26,192.83,2657.34,921.87,North
O004060,2024-10-06,C0514,P0045,9,614.94,450.31,5534.46,1481.67,South
O004061,2025-08-30,C0825,P0184,4,402.7,346.85,1610.8,223.4,East
O004062,2024-08-22,C0725,P0098,8,538.71,462.62,4309.68,608.72,East
O004063,2024-11-22,C0921,P0021,10,551.7,411.79,5517.0,1399.1,West
O004064,2024-07-13,C0972,P0065,8,137.61,112.76,1100.88,198.8,West
O004065,2024-08-01,C0872,P0090,10,16.21,9.79,162.1,64.2,South
O004066,2024-02-23,C0297,P0166,10,733.05,471.03,7330.5,2620.2,North
O004067,2025-02-02,C0482,P0187,4,422.26,292.87,1689.04,517.56,East
O004068,2024-09-28,C0156,P0180,3,130.55,110.0,391.65,61.65,East
O004069,2025-02-03,C0012,P0020,9,498.81,343.88,4489.29,1394.37,East
O004070,2024-07-17,C0475,P0063,4,340.42,214.39,1361.68,504.12,East
O004071,2024-12-24,C0916,P0005,10,506.21,282.82,5062.1,2233.9,South
O004072,2024-08-24,C0611,P0168,4,399.89,302.2,1599.56,390.76,East
O004073,2025-04-21,C0064,P0103,2,533.22,331.72,1066.44,403.0,North
O004074,2024-11-12,C0661,P0174,1,604.15,405.06,604.15,199.09,East
O004075,2025-07-02,C0618,P0016,10,234.14,188.24,2341.4,459.0,West
O004076,2025-09-29,C0033,P0006,1,156.2,114.12,156.2,42.08,North
O004077,2025-07-07,C0844,P0031,2,449.65,342.45,899.3,214.4,East
O004078,2025-06-30,C0240,P0168,5,374.25,302.2,1871.25,360.25,South
O004079,2024-10-12,C0152,P0087,9,640.21,415.53,5761.89,2022.12,South
O004080,2024-01-08,C0848,P0148,4,654.08,368.64,2616.32,1141.76,East
O004081,2024-02-21,C0475,P0033,2,338.33,229.59,676.66,217.48,West
O004082,2025-04-28,C0277,P0095,4,517.37,391.16,2069.48,504.84,South
O004083,2024-02-09,C0370,P0030,2,425.04,266.91,850.08,316.26,North
O004084,2025-10-04,C0184,P0164,10,684.82,482.54,6848.2,2022.8,West
O004085,2024-10-31,C0705,P0136,5,347.6,225.73,1738.0,609.35,South
O004086,2025-02-18,C0519,P0188,4,249.8,175.16,999.2,298.56,West
O004087,2025-03-15,C0678,P0179,2,291.1,249.68,582.2,82.84,South
O004088,2025-06-14,C0181,P0197,2,567.39,487.28,1134.78,160.22,South
O004089,2024-09-01,C0823,P0052,10,77.73,51.69,777.3,260.4,West
O004090,2025-06-14,C0645,P0147,2,543.84,427.46,1087.68,232.76,East
O004091,2025-08-11,C0962,P0062,8,627.19,492.73,5017.52,1075.68,East
O004092,2024-09-18,C0137,P0171,7,663.7,412.05,4645.9,1761.55,West
O004093,2025-11-06,C0305,P0021,9,598.81,411.79,5389.29,1683.18,South
O004094,2025-04-02,C0889,P0032,9,217.22,173.39,1954.98,394.47,South
O004095,2025-04-13,C0226,P0157,7,201.79,129.87,1412.53,503.44,South
O004096,2024-05-16,C0165,P0134,2,410.55,299.75,821.1,221.6,South
O004097,2024-02-21,C0488,P0031,1,545.55,342.45,545.55,203.1,South
O004098,2024-05-21,C0491,P0194,3,210.39,145.08,631.17,195.93,East
O004099,2024-05-18,C0725,P0072,3,552.07,330.4,1656.21,665.01,South
O004100,2024-11-21,C0234,P0157,8,203.97,129.87,1631.76,592.8,West
O004101,2024-10-31,C0578,P0173,6,164.45,92.19,986.7,433.56,South
O004102,2025-09-13,C0308,P0111,10,527.74,355.85,5277.4,1718.9,South
O004103,2024-01-01,C0779,P0097,9,640.03,441.3,5760.27,1788.57,East
O004104,2025-06-02,C0145,P0058,2,62.41,53.46,124.82,17.9,North
O004105,2025-12-03,C0583,P0166,3,560.69,471.03,1682.07,268.98,North
